"DATE","RIMP65Q4","RIMP66Q1","RIMP66Q2","RIMP66Q3","RIMP66Q4","RIMP67Q1","RIMP67Q2","RIMP67Q3","RIMP67Q4","RIMP68Q1","RIMP68Q2","RIMP68Q3","RIMP68Q4","RIMP69Q1","RIMP69Q2","RIMP69Q3","RIMP69Q4","RIMP70Q1","RIMP70Q2","RIMP70Q3","RIMP70Q4","RIMP71Q1","RIMP71Q2","RIMP71Q3","RIMP71Q4","RIMP72Q1","RIMP72Q2","RIMP72Q3","RIMP72Q4","RIMP73Q1","RIMP73Q2","RIMP73Q3","RIMP73Q4","RIMP74Q1","RIMP74Q2","RIMP74Q3","RIMP74Q4","RIMP75Q1","RIMP75Q2","RIMP75Q3","RIMP75Q4","RIMP76Q1","RIMP76Q2","RIMP76Q3","RIMP76Q4","RIMP77Q1","RIMP77Q2","RIMP77Q3","RIMP77Q4","RIMP78Q1","RIMP78Q2","RIMP78Q3","RIMP78Q4","RIMP79Q1","RIMP79Q2","RIMP79Q3","RIMP79Q4","RIMP80Q1","RIMP80Q2","RIMP80Q3","RIMP80Q4","RIMP81Q1","RIMP81Q2","RIMP81Q3","RIMP81Q4","RIMP82Q1","RIMP82Q2","RIMP82Q3","RIMP82Q4","RIMP83Q1","RIMP83Q2","RIMP83Q3","RIMP83Q4","RIMP84Q1","RIMP84Q2","RIMP84Q3","RIMP84Q4","RIMP85Q1","RIMP85Q2","RIMP85Q3","RIMP85Q4","RIMP86Q1","RIMP86Q2","RIMP86Q3","RIMP86Q4","RIMP87Q1","RIMP87Q2","RIMP87Q3","RIMP87Q4","RIMP88Q1","RIMP88Q2","RIMP88Q3","RIMP88Q4","RIMP89Q1","RIMP89Q2","RIMP89Q3","RIMP89Q4","RIMP90Q1","RIMP90Q2","RIMP90Q3","RIMP90Q4","RIMP91Q1","RIMP91Q2","RIMP91Q3","RIMP91Q4","RIMP92Q1","RIMP92Q2","RIMP92Q3","RIMP92Q4","RIMP93Q1","RIMP93Q2","RIMP93Q3","RIMP93Q4","RIMP94Q1","RIMP94Q2","RIMP94Q3","RIMP94Q4","RIMP95Q1","RIMP95Q2","RIMP95Q3","RIMP95Q4","RIMP96Q1","RIMP96Q2","RIMP96Q3","RIMP96Q4","RIMP97Q1","RIMP97Q2","RIMP97Q3","RIMP97Q4","RIMP98Q1","RIMP98Q2","RIMP98Q3","RIMP98Q4","RIMP99Q1","RIMP99Q2","RIMP99Q3","RIMP99Q4","RIMP00Q1","RIMP00Q2","RIMP00Q3","RIMP00Q4","RIMP01Q1","RIMP01Q2","RIMP01Q3","RIMP01Q4","RIMP02Q1","RIMP02Q2","RIMP02Q3","RIMP02Q4","RIMP03Q1","RIMP03Q2","RIMP03Q3","RIMP03Q4","RIMP04Q1","RIMP04Q2","RIMP04Q3","RIMP04Q4","RIMP05Q1","RIMP05Q2","RIMP05Q3","RIMP05Q4","RIMP06Q1","RIMP06Q2","RIMP06Q3","RIMP06Q4","RIMP07Q1","RIMP07Q2","RIMP07Q3","RIMP07Q4","RIMP08Q1","RIMP08Q2","RIMP08Q3","RIMP08Q4","RIMP09Q1","RIMP09Q2","RIMP09Q3","RIMP09Q4","RIMP10Q1","RIMP10Q2","RIMP10Q3","RIMP10Q4","RIMP11Q1","RIMP11Q2","RIMP11Q3","RIMP11Q4","RIMP12Q1","RIMP12Q2","RIMP12Q3","RIMP12Q4","RIMP13Q1","RIMP13Q2","RIMP13Q3","RIMP13Q4","RIMP14Q1","RIMP14Q2","RIMP14Q3","RIMP14Q4","RIMP15Q1","RIMP15Q2","RIMP15Q3","RIMP15Q4"
"2001:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1450.6","1434.9","1447.2","1447.2","1447.2","1447.2","1447.2","1447.2","1398.2","1398.2","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1394.9","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1656.6","1656.6","1656.6","1656.6","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8"
"2002:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1487.6","1477.1","1477.1","1477.1","1477.1","1477.1","1477.1","1426.7","1426.7","1436.5","1436.5","1436.5","1436.5","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1698.0","1698.0","1698.0","1698.0","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9"
"2002:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1557.1","1552.9","1552.9","1552.9","1552.9","1552.9","1484.1","1484.1","1475.9","1475.9","1475.9","1475.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1754.3","1754.3","1754.3","1754.3","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8"
"2002:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1562.4","1565.7","1565.7","1565.7","1565.7","1499.2","1499.2","1495.3","1495.3","1495.3","1495.3","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1497.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1782.5","1782.5","1782.5","1782.5","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6"
"2002:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1579.9","1593.8","1593.8","1593.8","1529.0","1529.0","1529.8","1529.8","1529.8","1529.8","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1530.2","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1817.0","1817.0","1817.0","1817.0","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9"
"2003:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1561.3","1568.4","1568.4","1502.5","1502.5","1522.3","1522.3","1522.3","1522.3","1520.4","1520.4","1520.4","1520.4","1510.5","1510.5","1510.5","1510.5","1510.5","1510.5","1510.5","1510.5","1510.5","1510.5","1510.5","1510.5","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1793.5","1793.5","1793.5","1793.5","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9"
"2003:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1603.3","1601.7","1535.7","1535.7","1531.7","1531.7","1531.7","1531.7","1532.9","1532.9","1532.9","1532.9","1525.9","1525.9","1525.9","1525.9","1525.9","1525.9","1525.9","1525.9","1525.9","1525.9","1525.9","1525.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1817.3","1817.3","1817.3","1817.3","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9"
"2003:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1602.0","1538.9","1538.9","1542.5","1542.5","1542.5","1542.5","1548.4","1548.4","1548.4","1548.4","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1837.2","1837.2","1837.2","1837.2","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1"
"2003:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1580.6","1598.3","1604.5","1604.5","1604.5","1604.5","1608.6","1608.6","1608.6","1608.6","1603.6","1603.6","1603.6","1603.6","1603.6","1603.6","1603.6","1603.6","1603.6","1603.6","1603.6","1603.6","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1907.2","1907.2","1907.2","1907.2","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6"
"2004:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1606.2","1645.5","1645.5","1645.5","1645.5","1654.8","1654.8","1654.8","1654.8","1643.2","1643.2","1643.2","1643.2","1650.9","1650.9","1650.9","1650.9","1650.9","1650.9","1650.9","1650.9","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1959.7","1959.7","1959.7","1959.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7"
"2004:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1682.6","1695.1","1695.1","1695.1","1711.9","1711.9","1711.9","1711.9","1705.2","1705.2","1705.2","1705.2","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","2034.0","2034.0","2034.0","2034.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0"
"2004:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1726.8","1714.3","1714.3","1731.5","1731.5","1731.5","1731.5","1723.7","1723.7","1723.7","1723.7","1730.8","1730.8","1730.8","1730.8","1730.8","1730.8","1730.8","1730.8","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","2059.8","2059.8","2059.8","2059.8","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6"
