"DATE","OPH98M11","OPH98M12","OPH99M1","OPH99M2","OPH99M3","OPH99M4","OPH99M5","OPH99M6","OPH99M7","OPH99M8","OPH99M9","OPH99M10","OPH99M11","OPH99M12","OPH00M1","OPH00M2","OPH00M3","OPH00M4","OPH00M5","OPH00M6","OPH00M7","OPH00M8","OPH00M9","OPH00M10","OPH00M11","OPH00M12","OPH01M1","OPH01M2","OPH01M3","OPH01M4","OPH01M5","OPH01M6","OPH01M7","OPH01M8","OPH01M9","OPH01M10","OPH01M11","OPH01M12","OPH02M1","OPH02M2","OPH02M3","OPH02M4","OPH02M5","OPH02M6","OPH02M7","OPH02M8","OPH02M9","OPH02M10","OPH02M11","OPH02M12","OPH03M1","OPH03M2","OPH03M3","OPH03M4","OPH03M5","OPH03M6","OPH03M7","OPH03M8","OPH03M9","OPH03M10","OPH03M11","OPH03M12","OPH04M1","OPH04M2","OPH04M3","OPH04M4","OPH04M5","OPH04M6","OPH04M7","OPH04M8","OPH04M9","OPH04M10","OPH04M11","OPH04M12","OPH05M1","OPH05M2","OPH05M3","OPH05M4","OPH05M5","OPH05M6","OPH05M7","OPH05M8","OPH05M9","OPH05M10","OPH05M11","OPH05M12","OPH06M1","OPH06M2","OPH06M3","OPH06M4","OPH06M5","OPH06M6","OPH06M7","OPH06M8","OPH06M9","OPH06M10","OPH06M11","OPH06M12","OPH07M1","OPH07M2","OPH07M3","OPH07M4","OPH07M5","OPH07M6","OPH07M7","OPH07M8","OPH07M9","OPH07M10","OPH07M11","OPH07M12","OPH08M1","OPH08M2","OPH08M3","OPH08M4","OPH08M5","OPH08M6","OPH08M7","OPH08M8","OPH08M9","OPH08M10","OPH08M11","OPH08M12","OPH09M1","OPH09M2","OPH09M3","OPH09M4","OPH09M5","OPH09M6","OPH09M7","OPH09M8","OPH09M9","OPH09M10","OPH09M11","OPH09M12","OPH10M1","OPH10M2","OPH10M3","OPH10M4","OPH10M5","OPH10M6","OPH10M7","OPH10M8","OPH10M9","OPH10M10","OPH10M11","OPH10M12","OPH11M1","OPH11M2","OPH11M3","OPH11M4","OPH11M5","OPH11M6","OPH11M7","OPH11M8","OPH11M9","OPH11M10","OPH11M11","OPH11M12","OPH12M1","OPH12M2","OPH12M3","OPH12M4","OPH12M5","OPH12M6","OPH12M7","OPH12M8","OPH12M9","OPH12M10","OPH12M11","OPH12M12","OPH13M1","OPH13M2","OPH13M3","OPH13M4","OPH13M5","OPH13M6","OPH13M7","OPH13M8","OPH13M9","OPH13M10","OPH13M11","OPH13M12","OPH14M1","OPH14M2","OPH14M3","OPH14M4","OPH14M5","OPH14M6","OPH14M7","OPH14M8","OPH14M9","OPH14M10","OPH14M11","OPH14M12","OPH15M1","OPH15M2","OPH15M3","OPH15M4","OPH15M5","OPH15M6","OPH15M7","OPH15M8","OPH15M9","OPH15M10","OPH15M11"
"2000:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","120.2","120.2","120.2","120.1","120.1","120.1","118.2","118.2","118.2","118.2","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.5","117.5","117.5","117.5","117.5","117.5","116.9","116.9","116.9","116.9","116.9","116.9","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.3","117.3","117.3","117.3","117.3","117.3","117.342","117.342","117.342","117.171","117.171","117.171","117.171","117.171","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.389","117.392","117.392","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","117.368","118.816","118.816","118.816","118.816","118.816","118.816","118.816","118.816","118.816","118.816","118.816","118.816","86.736","86.736","86.736","86.736","86.736","86.736","86.736","86.736","86.736","86.736","86.736","86.736","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.783","86.717","86.717","86.717","86.717","86.717","80.374","80.374","80.374","80.922","80.922","80.922","80.922","80.986","80.986","80.986","80.986","80.986","80.958","80.958","80.958","80.958","80.958","80.958","80.958","80.957","80.957","80.957","80.957","80.957","80.957","80.957","80.957","80.957"
"2001:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","120.0","119.7","119.7","118.2","118.2","118.2","118.2","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.4","117.4","117.4","117.4","117.4","117.4","116.8","116.9","116.9","116.9","116.9","116.9","117.0","117.0","117.0","117.0","117.0","117.0","117.0","116.9","116.9","116.9","117.2","117.2","117.2","117.2","117.2","117.2","117.196","117.196","117.196","116.975","116.975","116.975","116.975","116.975","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.199","117.202","117.202","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","117.23","118.378","118.378","118.378","118.378","118.378","118.378","118.378","118.378","118.378","118.378","118.378","118.378","86.417","86.417","86.417","86.417","86.417","86.417","86.417","86.417","86.417","86.417","86.417","86.417","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.464","86.45","86.45","86.45","86.45","86.45","80.115","80.115","80.115","80.662","80.662","80.662","80.662","80.725","80.725","80.725","80.725","80.725","80.699","80.699","80.699","80.699","80.699","80.699","80.699","80.697","80.697","80.697","80.697","80.697","80.697","80.697","80.697","80.697"
"2001:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.0","118.9","118.9","118.9","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","117.4","117.4","117.4","117.4","117.4","117.4","117.4","117.4","117.4","117.4","117.4","117.4","117.8","117.8","117.8","117.8","117.8","117.8","117.8","117.7","117.7","117.7","117.7","117.7","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.5","118.5","118.5","118.8","118.8","118.8","118.8","118.8","118.8","118.773","118.773","118.773","118.534","118.534","118.534","118.534","118.534","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.784","118.805","118.805","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","118.752","120.441","120.441","120.441","120.441","120.441","120.441","120.441","120.441","120.441","120.441","120.441","120.441","87.923","87.923","87.923","87.923","87.923","87.923","87.923","87.923","87.923","87.923","87.923","87.923","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.971","87.954","87.954","87.954","87.954","87.954","81.379","81.379","81.379","81.925","81.925","81.925","81.925","81.99","81.99","81.99","81.99","81.99","81.962","81.962","81.962","81.962","81.962","81.962","81.962","81.963","81.963","81.963","81.963","81.963","81.963","81.963","81.963","81.963"
"2001:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.5","119.6","119.6","119.5","119.5","119.5","119.5","119.5","119.5","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","118.8","118.8","118.8","118.8","118.8","118.8","118.2","118.2","118.2","118.2","118.2","118.2","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","119.2","119.2","119.2","119.2","119.2","119.2","119.185","119.185","119.185","119.008","119.008","119.008","119.008","119.008","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.27","119.287","119.287","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","119.272","121.193","121.193","121.193","121.193","121.193","121.193","121.193","121.193","121.193","121.193","121.193","121.193","88.472","88.472","88.472","88.472","88.472","88.472","88.472","88.472","88.472","88.472","88.472","88.472","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.517","88.45","88.45","88.45","88.45","88.45","81.843","81.843","81.843","82.386","82.386","82.386","82.386","82.452","82.452","82.452","82.452","82.452","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411","82.411"
"2001:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","120.5","121.0","121.0","121.1","121.1","121.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","121.3","121.3","121.3","121.3","121.3","121.3","120.3","120.4","120.4","120.4","120.4","120.4","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","121.1","121.1","121.1","121.1","121.1","121.1","121.101","121.101","121.101","120.848","120.848","120.848","120.848","120.848","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.149","121.091","121.091","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","121.086","123.032","123.032","123.032","123.032","123.032","123.032","123.032","123.032","123.032","123.032","123.032","123.032","89.814","89.814","89.814","89.814","89.814","89.814","89.814","89.814","89.814","89.814","89.814","89.814","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.856","89.788","89.788","89.788","89.788","89.788","82.903","82.903","82.903","83.454","83.454","83.454","83.454","83.514","83.514","83.514","83.514","83.514","83.509","83.509","83.509","83.509","83.509","83.509","83.509","83.511","83.511","83.511","83.511","83.511","83.511","83.511","83.511","83.511"
"2002:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","123.6","123.5","123.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","123.9","123.9","123.9","123.9","123.9","123.9","122.7","122.8","122.8","122.8","122.8","122.8","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.6","122.6","122.6","122.9","122.9","122.7","122.7","122.7","122.7","122.662","122.662","122.662","122.492","122.492","122.492","122.492","122.492","122.829","122.829","122.829","122.829","122.829","122.829","122.829","122.819","122.819","122.819","122.819","122.819","122.818","122.818","122.818","122.818","122.818","122.818","122.818","122.82","122.82","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","122.841","125.217","125.217","125.217","125.217","125.217","125.217","125.217","125.217","125.217","125.217","125.217","125.217","91.409","91.409","91.409","91.409","91.409","91.409","91.409","91.409","91.409","91.409","91.409","91.409","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.451","91.413","91.413","91.413","91.413","91.413","84.497","84.497","84.497","85.064","85.064","85.064","85.064","85.126","85.126","85.126","85.126","85.126","85.099","85.099","85.099","85.099","85.099","85.099","85.099","85.098","85.098","85.098","85.098","85.098","85.098","85.098","85.098","85.098"
"2002:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","123.0","123.0","123.0","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","124.1","124.1","124.1","124.1","124.1","124.1","123.2","123.3","123.3","123.3","123.3","123.3","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.5","123.5","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.072","123.072","123.072","123.072","123.072","123.422","123.422","123.422","123.422","123.422","123.422","123.422","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.364","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","123.317","125.624","125.624","125.624","125.624","125.624","125.624","125.624","125.624","125.624","125.624","125.624","125.624","91.707","91.707","91.707","91.707","91.707","91.707","91.707","91.707","91.707","91.707","91.707","91.707","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.75","91.645","91.645","91.645","91.645","91.645","84.765","84.765","84.765","85.335","85.335","85.335","85.335","85.395","85.395","85.395","85.395","85.395","85.373","85.373","85.373","85.373","85.373","85.373","85.373","85.371","85.371","85.371","85.371","85.371","85.371","85.371","85.371","85.371"
"2002:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","124.4","124.7","124.7","124.8","124.8","124.8","124.8","124.8","124.8","125.9","125.9","125.9","125.9","125.9","125.9","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.6","124.6","124.6","125.0","125.0","124.6","124.6","124.6","124.6","124.642","124.642","124.642","124.445","124.445","124.445","124.445","124.445","124.833","124.833","124.833","124.833","124.833","124.833","124.833","124.829","124.829","124.829","124.829","124.829","124.829","124.829","124.829","124.829","124.829","124.829","124.829","124.857","124.857","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","124.835","126.979","126.979","126.979","126.979","126.979","126.979","126.979","126.979","126.979","126.979","126.979","126.979","92.696","92.696","92.696","92.696","92.696","92.696","92.696","92.696","92.696","92.696","92.696","92.696","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.745","92.656","92.656","92.656","92.656","92.656","85.518","85.518","85.518","86.092","86.092","86.092","86.092","86.148","86.148","86.148","86.148","86.148","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132","86.132"
"2002:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","124.6","124.9","124.9","124.9","124.9","124.9","126.4","126.4","126.4","126.4","126.4","126.4","125.1","125.4","125.4","125.4","125.4","125.4","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.3","125.3","124.7","124.7","124.7","124.7","124.676","124.676","124.676","124.455","124.455","124.455","124.455","124.455","124.829","124.829","124.829","124.829","124.829","124.829","124.829","124.781","124.781","124.781","124.781","124.781","124.782","124.782","124.782","124.782","124.782","124.782","124.782","124.751","124.751","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","124.747","126.871","126.871","126.871","126.871","126.871","126.871","126.871","126.871","126.871","126.871","126.871","126.871","92.617","92.617","92.617","92.617","92.617","92.617","92.617","92.617","92.617","92.617","92.617","92.617","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.673","92.611","92.611","92.611","92.611","92.611","85.345","85.345","85.345","85.915","85.915","85.915","85.915","85.974","85.974","85.974","85.974","85.974","85.977","85.977","85.977","85.977","85.977","85.977","85.977","85.978","85.978","85.978","85.978","85.978","85.978","85.978","85.978","85.978"
"2003:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","125.6","125.7","125.7","127.2","127.2","127.2","127.2","127.2","127.2","126.1","126.4","126.4","126.4","126.4","126.4","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.3","126.3","126.3","126.3","126.3","125.6","125.6","125.6","125.6","125.551","125.551","125.551","125.595","125.595","125.595","125.595","125.595","125.753","125.753","125.753","125.753","125.753","125.753","125.753","125.804","125.804","125.804","125.804","125.804","125.806","125.806","125.806","125.806","125.806","125.806","125.806","125.794","125.794","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","125.828","128.081","128.081","128.081","128.081","128.081","128.081","128.081","128.081","128.081","128.081","128.081","128.081","93.479","93.479","93.479","93.479","93.479","93.479","93.479","93.479","93.479","93.479","93.479","93.479","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.56","93.463","93.463","93.463","93.463","93.463","86.641","86.641","86.641","86.789","86.789","86.789","86.789","86.844","86.844","86.844","86.844","86.844","86.859","86.859","86.859","86.859","86.859","86.859","86.859","86.861","86.861","86.861","86.861","86.861","86.861","86.861","86.861","86.861"
"2003:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","129.1","129.5","129.5","129.5","129.5","129.5","128.2","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.6","128.9","128.9","127.9","127.9","127.9","127.9","127.882","127.882","127.882","127.9","127.9","127.9","127.9","127.9","127.98","127.98","127.98","127.98","127.98","127.98","127.98","127.936","127.936","127.936","127.936","127.936","127.937","127.937","127.937","127.937","127.937","127.937","127.937","127.988","127.988","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","127.909","130.124","130.124","130.124","130.124","130.124","130.124","130.124","130.124","130.124","130.124","130.124","130.124","94.959","94.959","94.959","94.959","94.959","94.959","94.959","94.959","94.959","94.959","94.959","94.959","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.101","95.003","95.003","95.003","95.003","95.003","88.437","88.437","88.437","88.252","88.252","88.252","88.252","88.305","88.305","88.305","88.305","88.305","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.298","88.298","88.298","88.298","88.298","88.298","88.298","88.298","88.298"
"2003:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","131.9","132.2","132.2","130.9","131.3","131.3","131.3","131.3","131.3","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.1","131.1","131.1","131.3","131.3","130.5","130.5","130.5","130.5","130.498","130.498","130.498","130.515","130.515","130.515","130.515","130.515","130.751","130.751","130.751","130.751","130.751","130.751","130.751","130.758","130.758","130.758","130.758","130.758","130.756","130.756","130.756","130.756","130.756","130.756","130.756","130.704","130.704","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","130.675","132.779","132.779","132.779","132.779","132.779","132.779","132.779","132.779","132.779","132.779","132.779","132.779","96.886","96.886","96.886","96.886","96.886","96.886","96.886","96.886","96.886","96.886","96.886","96.886","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.993","96.918","96.918","96.918","96.918","96.918","90.301","90.301","90.301","89.915","89.915","89.915","89.915","89.964","89.964","89.964","89.964","89.964","89.94","89.94","89.94","89.94","89.94","89.94","89.94","89.939","89.939","89.939","89.939","89.939","89.939","89.939","89.939","89.939"
