"","NBRECBASA65M11","NBRECBASA66M2","NBRECBASA66M5","NBRECBASA66M8","NBRECBASA66M11","NBRECBASA67M2","NBRECBASA67M5","NBRECBASA67M8","NBRECBASA67M11","NBRECBASA68M2","NBRECBASA68M5","NBRECBASA68M8","NBRECBASA68M11","NBRECBASA69M2","NBRECBASA69M5","NBRECBASA69M8","NBRECBASA69M11","NBRECBASA70M2","NBRECBASA70M5","NBRECBASA70M8","NBRECBASA70M11","NBRECBASA71M2","NBRECBASA71M5","NBRECBASA71M8","NBRECBASA71M11","NBRECBASA72M2","NBRECBASA72M5","NBRECBASA72M8","NBRECBASA72M11","NBRECBASA73M2","NBRECBASA73M5","NBRECBASA73M8","NBRECBASA73M11","NBRECBASA74M2","NBRECBASA74M5","NBRECBASA74M8","NBRECBASA74M11","NBRECBASA75M2","NBRECBASA75M5","NBRECBASA75M8","NBRECBASA75M11","NBRECBASA76M2","NBRECBASA76M5","NBRECBASA76M8","NBRECBASA76M11","NBRECBASA77M2","NBRECBASA77M5","NBRECBASA77M8","NBRECBASA77M11","NBRECBASA78M2","NBRECBASA78M5","NBRECBASA78M8","NBRECBASA78M11","NBRECBASA79M2","NBRECBASA79M5","NBRECBASA79M8","NBRECBASA79M11","NBRECBASA80M2","NBRECBASA80M5","NBRECBASA80M8","NBRECBASA80M11","NBRECBASA81M2","NBRECBASA81M5","NBRECBASA81M8","NBRECBASA81M11","NBRECBASA82M2","NBRECBASA82M5","NBRECBASA82M8","NBRECBASA82M11","NBRECBASA83M2","NBRECBASA83M5","NBRECBASA83M8","NBRECBASA83M11","NBRECBASA84M2","NBRECBASA84M5","NBRECBASA84M8","NBRECBASA84M11","NBRECBASA85M2","NBRECBASA85M5","NBRECBASA85M8","NBRECBASA85M11","NBRECBASA86M2","NBRECBASA86M5","NBRECBASA86M8","NBRECBASA86M11","NBRECBASA87M2","NBRECBASA87M5","NBRECBASA87M8","NBRECBASA87M11","NBRECBASA88M2","NBRECBASA88M5","NBRECBASA88M8","NBRECBASA88M11","NBRECBASA89M2","NBRECBASA89M5","NBRECBASA89M8","NBRECBASA89M11","NBRECBASA90M2","NBRECBASA90M5","NBRECBASA90M8","NBRECBASA90M11","NBRECBASA91M2","NBRECBASA91M5","NBRECBASA91M8","NBRECBASA91M11","NBRECBASA92M2","NBRECBASA92M5","NBRECBASA92M8","NBRECBASA92M11","NBRECBASA93M2","NBRECBASA93M5","NBRECBASA93M8","NBRECBASA93M11","NBRECBASA94M2","NBRECBASA94M5","NBRECBASA94M8","NBRECBASA94M11","NBRECBASA95M2","NBRECBASA95M5","NBRECBASA95M8","NBRECBASA95M11","NBRECBASA96M2","NBRECBASA96M5","NBRECBASA96M8","NBRECBASA96M11","NBRECBASA97M2","NBRECBASA97M5","NBRECBASA97M8","NBRECBASA97M11","NBRECBASA98M2","NBRECBASA98M5","NBRECBASA98M8","NBRECBASA98M11","NBRECBASA99M2","NBRECBASA99M5","NBRECBASA99M8","NBRECBASA99M11","NBRECBASA00M2","NBRECBASA00M5","NBRECBASA00M8","NBRECBASA00M11","NBRECBASA01M2","NBRECBASA01M5","NBRECBASA01M8","NBRECBASA01M11","NBRECBASA02M2","NBRECBASA02M5","NBRECBASA02M8","NBRECBASA02M11","NBRECBASA03M2","NBRECBASA03M5","NBRECBASA03M8","NBRECBASA03M11","NBRECBASA04M2","NBRECBASA04M5","NBRECBASA04M8","NBRECBASA04M11","NBRECBASA05M2","NBRECBASA05M5","NBRECBASA05M8","NBRECBASA05M11","NBRECBASA06M2","NBRECBASA06M5","NBRECBASA06M8","NBRECBASA06M11","NBRECBASA07M2","NBRECBASA07M5","NBRECBASA07M8","NBRECBASA07M11","NBRECBASA08M2","NBRECBASA08M5","NBRECBASA08M8","NBRECBASA08M11","NBRECBASA09M2","NBRECBASA09M5","NBRECBASA09M8","NBRECBASA09M11","NBRECBASA10M2","NBRECBASA10M5","NBRECBASA10M8","NBRECBASA10M11","NBRECBASA11M2","NBRECBASA11M5","NBRECBASA11M8","NBRECBASA11M11","NBRECBASA12M2","NBRECBASA12M5","NBRECBASA12M8","NBRECBASA12M11","NBRECBASA13M2","NBRECBASA13M5"
"1989:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.901","58.88","58.88","58.88","58.791","58.791","58.791","58.791","46.121","46.121","46.121","42","42","39.022","39.022","39.022","39.072","39.072","39.072","39.072","39.145","39.145","39.145","39.145","39.153","39.153","39.153","39.153","39.161","39.161","39.161","39.161","39.141","39.141","39.141","39.138999999999996","39.044","39.044","39.035999999999994","39.035999999999994","38.959999999999994","38.959999999999994","38.959999999999994","38.96","38.96","38.959","38.959","38.959","38.959","38.959","38.959","38.959","38.998","38.998","38.998","38.998","38.998","38.998","38.998","38.998","38.998","38.998","38.998","38.998","38.998","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95"
"1989:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.217","58.217","58.217","58.308","58.308","58.308","58.308","45.815","45.815","45.815","42","42","38.824","38.824","38.824","38.861","38.861","38.861","38.861","38.812","38.812","38.812","38.812","38.827","38.827","38.827","38.827","38.832","38.832","38.832","38.832","38.844","38.843999999999994","38.843999999999994","38.846","38.964999999999996","38.964999999999996","38.974","38.974","38.788999999999994","38.788999999999994","38.788999999999994","38.789","38.789","38.788","38.788","38.788","38.788","38.788","38.788","38.788","38.823","38.823","38.823","38.823","38.823","38.823","38.823","38.823","38.823","38.823","38.823","38.823","38.823","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778","38.778"
"1989:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.776","57.776","57.776","58.024","58.024","58.024","58.024","45.454","45.454","45.454","42","42","38.496","38.496","38.496","38.571","38.571","38.571","38.571","38.553","38.553","38.553","38.553","38.576","38.576","38.576","38.576","38.584","38.584","38.584","38.584","38.574","38.574","38.574","38.574","38.571999999999996","38.571999999999996","38.57299999999999","38.57299999999999","38.522","38.522","38.522","38.522","38.522","38.522","38.522","38.522","38.522","38.522","38.522","38.522","38.551","38.551","38.551","38.551","38.551","38.551","38.551","38.551","38.551","38.551","38.551","38.551","38.551","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512","38.512"
"1989:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.11","58.11","58.11","58.279","58.279","58.279","58.279","45.758","45.758","45.758","42","42","38.843","38.843","38.843","38.935","38.935","38.935","38.935","38.946","38.946","38.946","38.946","38.958","38.958","38.958","38.958","38.963","38.963","38.963","38.963","38.956","38.955999999999996","38.955999999999996","38.955999999999996","38.918","38.918","38.918","38.918","38.861","38.861","38.861","38.861","38.861","38.861","38.861","38.861","38.861","38.861","38.861","38.861","38.889","38.889","38.889","38.889","38.889","38.889","38.889","38.889","38.889","38.889","38.889","38.889","38.889","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85","38.85"
"1989:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.12","58.12","58.272","58.272","58.272","58.272","45.655","45.655","45.655","42","42","38.743","38.743","38.743","38.788","38.788","38.788","38.788","38.79","38.79","38.79","38.79","38.792","38.792","38.792","38.792","38.792","38.792","38.792","38.792","38.78","38.779999999999994","38.779999999999994","38.779999999999994","38.799","38.799","38.800000000000004","38.800000000000004","38.775999999999996","38.775999999999996","38.775999999999996","38.776","38.776","38.775","38.775","38.775","38.776","38.776","38.776","38.776","38.802","38.802","38.802","38.802","38.802","38.802","38.802","38.802","38.802","38.802","38.802","38.802","38.802","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764","38.764"
"1989:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.552","58.552","58.618","58.618","58.618","58.618","45.967","45.967","45.967","42","42","39.052","39.052","39.052","39.01","39.01","39.01","39.01","39.011","39.011","39.011","39.011","39.0","39.0","39.0","39.0","38.988","38.988","38.988","38.988","38.999","38.998999999999995","38.998999999999995","38.998","38.995999999999995","38.995999999999995","38.997","38.997","39.01199999999999","39.01199999999999","39.01199999999999","39.012","39.012","39.012","39.012","39.012","39.012","39.012","39.012","39.012","39.034","39.034","39.034","39.034","39.034","39.034","39.034","39.034","39.034","39.034","39.034","39.034","39.034","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002","39.002"
"1989:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.107","59.087","59.106","59.106","59.106","59.106","46.626","46.626","46.626","42","42","39.654","39.654","39.654","39.515","39.515","39.515","39.515","39.492","39.492","39.492","39.492","39.464","39.464","39.464","39.464","39.462","39.462","39.462","39.462","39.467","39.467","39.467","39.467","39.467999999999996","39.467999999999996","39.465999999999994","39.465999999999994","39.63099999999999","39.63099999999999","39.63099999999999","39.631","39.631","39.631","39.631","39.631","39.631","39.631","39.631","39.631","39.636","39.636","39.636","39.636","39.636","39.636","39.636","39.636","39.636","39.636","39.636","39.636","39.636","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629","39.629"
"1989:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.238","59.318","59.318","59.318","59.318","46.994","46.994","46.994","42","42","39.956","39.956","39.956","39.827","39.827","39.827","39.827","39.791","39.791","39.791","39.791","39.785","39.785","39.785","39.785","39.802","39.802","39.802","39.802","39.83","39.83","39.83","39.83","39.88099999999999","39.88099999999999","39.882","39.882","39.831999999999994","39.831999999999994","39.831999999999994","39.832","39.832","39.832","39.832","39.832","39.831","39.831","39.831","39.831","39.809","39.809","39.809","39.809","39.809","39.809","39.809","39.809","39.809","39.809","39.809","39.809","39.809","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841"
"1989:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.745","59.787","59.787","59.787","59.787","47.483","47.483","47.483","42","42","40.313","40.313","40.313","40.247","40.247","40.247","40.247","40.251","40.251","40.251","40.251","40.252","40.252","40.252","40.252","40.262","40.262","40.262","40.262","40.277","40.276999999999994","40.276999999999994","40.276999999999994","40.257999999999996","40.257999999999996","40.25599999999999","40.25599999999999","40.224","40.224","40.224","40.224","40.224","40.223","40.223","40.223","40.223","40.223","40.223","40.223","40.184","40.184","40.184","40.184","40.184","40.184","40.184","40.184","40.184","40.184","40.184","40.184","40.184","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241","40.241"
"1990:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.372","59.482","59.482","59.482","59.482","47.414","47.414","47.414","42","42","40.255","40.255","40.255","40.258","40.258","40.258","40.258","40.281","40.281","40.281","40.281","40.301","40.301","40.301","40.301","40.307","40.307","40.307","40.307","40.326","40.32599999999999","40.32599999999999","40.32599999999999","40.294","40.294","40.293","40.293","40.302","40.302","40.302","40.302","40.302","40.302","40.302","40.302","40.302","40.302","40.302","40.302","40.272","40.272","40.272","40.272","40.272","40.272","40.272","40.272","40.272","40.272","40.272","40.272","40.272","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317","40.317"
"1990:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.302","59.302","59.302","59.302","47.134","47.134","47.134","42","42","39.798","39.798","39.798","39.836","39.836","39.836","39.836","39.821","39.821","39.821","39.821","39.805","39.805","39.805","39.805","39.775","39.775","39.775","39.775","39.761","39.760999999999996","39.760999999999996","39.760999999999996","39.775","39.775","39.772999999999996","39.772999999999996","39.82599999999999","39.82599999999999","39.82599999999999","39.826","39.826","39.826","39.826","39.826","39.826","39.826","39.826","39.826","39.819","39.819","39.819","39.819","39.819","39.819","39.819","39.819","39.819","39.819","39.819","39.819","39.819","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83","39.83"
"1990:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.123","60.123","60.123","60.123","47.938","47.938","47.938","42","42","40.564","40.564","40.564","40.592","40.592","40.592","40.592","40.621","40.621","40.621","40.621","40.598","40.598","40.598","40.598","40.578","40.578","40.578","40.578","40.55","40.550000000000004","40.550000000000004","40.550000000000004","40.528999999999996","40.528999999999996","40.528999999999996","40.528999999999996","40.480999999999995","40.480999999999995","40.480999999999995","40.481","40.481","40.481","40.481","40.481","40.481","40.481","40.481","40.481","40.491","40.491","40.491","40.491","40.491","40.491","40.491","40.491","40.491","40.491","40.491","40.491","40.491","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477","40.477"
"1990:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.041","60.051","60.051","60.051","47.978","47.978","47.978","42","42","40.666","40.666","40.666","40.719","40.719","40.719","40.719","40.79","40.79","40.79","40.79","40.798","40.798","40.798","40.798","40.805","40.805","40.805","40.805","40.79","40.79","40.79","40.79","40.735","40.735","40.735","40.735","40.629","40.629","40.629","40.629","40.629","40.629","40.629","40.629","40.628","40.628","40.628","40.628","40.641","40.641","40.641","40.641","40.641","40.641","40.641","40.641","40.641","40.641","40.641","40.641","40.641","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621","40.621"
"1990:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.324","59.324","59.324","47.503","47.503","47.503","42","42","40.243","40.243","40.243","40.282","40.282","40.282","40.282","40.229","40.229","40.229","40.229","40.244","40.244","40.244","40.244","40.248","40.248","40.248","40.248","40.252","40.251999999999995","40.251999999999995","40.251999999999995","40.345","40.345","40.367","40.367","40.300000000000004","40.300000000000004","40.300000000000004","40.300000000000004","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.313","40.313","40.313","40.313","40.313","40.313","40.313","40.313","40.313","40.313","40.313","40.313","40.313","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291"
