"","BASEBASA65M11","BASEBASA66M2","BASEBASA66M5","BASEBASA66M8","BASEBASA66M11","BASEBASA67M2","BASEBASA67M5","BASEBASA67M8","BASEBASA67M11","BASEBASA68M2","BASEBASA68M5","BASEBASA68M8","BASEBASA68M11","BASEBASA69M2","BASEBASA69M5","BASEBASA69M8","BASEBASA69M11","BASEBASA70M2","BASEBASA70M5","BASEBASA70M8","BASEBASA70M11","BASEBASA71M2","BASEBASA71M5","BASEBASA71M8","BASEBASA71M11","BASEBASA72M2","BASEBASA72M5","BASEBASA72M8","BASEBASA72M11","BASEBASA73M2","BASEBASA73M5","BASEBASA73M8","BASEBASA73M11","BASEBASA74M2","BASEBASA74M5","BASEBASA74M8","BASEBASA74M11","BASEBASA75M2","BASEBASA75M5","BASEBASA75M8","BASEBASA75M11","BASEBASA76M2","BASEBASA76M5","BASEBASA76M8","BASEBASA76M11","BASEBASA77M2","BASEBASA77M5","BASEBASA77M8","BASEBASA77M11","BASEBASA78M2","BASEBASA78M5","BASEBASA78M8","BASEBASA78M11","BASEBASA79M2","BASEBASA79M5","BASEBASA79M8","BASEBASA79M11","BASEBASA80M2","BASEBASA80M5","BASEBASA80M8","BASEBASA80M11","BASEBASA81M2","BASEBASA81M5","BASEBASA81M8","BASEBASA81M11","BASEBASA82M2","BASEBASA82M5","BASEBASA82M8","BASEBASA82M11","BASEBASA83M2","BASEBASA83M5","BASEBASA83M8","BASEBASA83M11","BASEBASA84M2","BASEBASA84M5","BASEBASA84M8","BASEBASA84M11","BASEBASA85M2","BASEBASA85M5","BASEBASA85M8","BASEBASA85M11","BASEBASA86M2","BASEBASA86M5","BASEBASA86M8","BASEBASA86M11","BASEBASA87M2","BASEBASA87M5","BASEBASA87M8","BASEBASA87M11","BASEBASA88M2","BASEBASA88M5","BASEBASA88M8","BASEBASA88M11","BASEBASA89M2","BASEBASA89M5","BASEBASA89M8","BASEBASA89M11","BASEBASA90M2","BASEBASA90M5","BASEBASA90M8","BASEBASA90M11","BASEBASA91M2","BASEBASA91M5","BASEBASA91M8","BASEBASA91M11","BASEBASA92M2","BASEBASA92M5","BASEBASA92M8","BASEBASA92M11","BASEBASA93M2","BASEBASA93M5","BASEBASA93M8","BASEBASA93M11","BASEBASA94M2","BASEBASA94M5","BASEBASA94M8","BASEBASA94M11","BASEBASA95M2","BASEBASA95M5","BASEBASA95M8","BASEBASA95M11","BASEBASA96M2","BASEBASA96M5","BASEBASA96M8","BASEBASA96M11","BASEBASA97M2","BASEBASA97M5","BASEBASA97M8","BASEBASA97M11","BASEBASA98M2","BASEBASA98M5","BASEBASA98M8","BASEBASA98M11","BASEBASA99M2","BASEBASA99M5","BASEBASA99M8","BASEBASA99M11","BASEBASA00M2","BASEBASA00M5","BASEBASA00M8","BASEBASA00M11","BASEBASA01M2","BASEBASA01M5","BASEBASA01M8","BASEBASA01M11","BASEBASA02M2","BASEBASA02M5","BASEBASA02M8","BASEBASA02M11","BASEBASA03M2","BASEBASA03M5","BASEBASA03M8","BASEBASA03M11","BASEBASA04M2","BASEBASA04M5","BASEBASA04M8","BASEBASA04M11","BASEBASA05M2","BASEBASA05M5","BASEBASA05M8","BASEBASA05M11","BASEBASA06M2","BASEBASA06M5","BASEBASA06M8","BASEBASA06M11","BASEBASA07M2","BASEBASA07M5","BASEBASA07M8","BASEBASA07M11","BASEBASA08M2","BASEBASA08M5","BASEBASA08M8","BASEBASA08M11","BASEBASA09M2","BASEBASA09M5","BASEBASA09M8","BASEBASA09M11","BASEBASA10M2","BASEBASA10M5","BASEBASA10M8","BASEBASA10M11","BASEBASA11M2","BASEBASA11M5","BASEBASA11M8","BASEBASA11M11","BASEBASA12M2","BASEBASA12M5","BASEBASA12M8","BASEBASA12M11","BASEBASA13M2","BASEBASA13M5"
"1984:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","196.206","196.206","196.206","196.406","196.406","196.406","196.406","196.811","196.811","196.811","196.811","196.811","197.612","197.612","197.612","198.909","198.909","198.909","198.909","198.719","198.719","198.719","198.719","188.711","188.711","188.711","42","42","184.661","184.661","184.661","184.652","184.652","184.652","184.652","184.657","184.657","184.657","184.657","184.669","184.669","184.669","184.669","184.662","184.662","184.662","184.662","184.624","184.624","184.624","184.75099999999998","184.76199999999997","184.76199999999997","184.76199999999997","184.64899999999997","184.634","184.634","184.634","184.644","184.644","184.644","184.644","184.641","184.646","184.646","184.646","184.642","184.685","184.685","184.685","184.684","184.684","184.684","184.684","184.681","184.681","184.681","184.681","184.704","184.704","184.642","184.642","184.645","184.645","184.645","184.645","184.65","184.65","184.65","184.65","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661","184.661"
"1984:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","196.397","196.397","196.397","196.589","196.589","196.589","196.589","197.228","197.228","197.228","197.228","197.228","197.977","197.977","197.977","199.362","199.362","199.362","199.362","199.375","199.375","199.375","199.375","189.463","189.463","189.463","42","42","185.409","185.409","185.409","185.356","185.356","185.356","185.356","185.342","185.342","185.342","185.342","185.338","185.338","185.338","185.338","185.306","185.306","185.306","185.306","185.349","185.349","185.349","185.349","185.355","185.355","185.355","185.225","185.238","185.238","185.238","185.235","185.235","185.235","185.235","185.233","185.239","185.239","185.239","185.239","185.273","185.273","185.273","185.271","185.271","185.271","185.271","185.272","185.272","185.272","185.272","185.272","185.272","185.222","185.222","185.226","185.226","185.226","185.226","185.221","185.221","185.221","185.221","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.219","185.22","185.22"
"1984:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","197.672","197.672","197.672","197.823","197.823","197.823","197.823","198.4","198.4","198.4","198.4","198.4","199.057","199.057","199.057","200.5","200.5","200.5","200.5","200.412","200.412","200.412","200.412","190.328","190.328","190.328","42","42","186.153","186.153","186.153","186.081","186.081","186.081","186.081","186.059","186.059","186.059","186.059","186.082","186.082","186.082","186.082","186.084","186.084","186.084","186.084","186.232","186.232","186.232","186.129","186.15699999999998","186.15699999999998","186.15699999999998","186.118","186.171","186.171","186.171","186.167","186.167","186.167","186.167","186.171","186.179","186.179","186.179","186.172","186.189","186.189","186.189","186.196","186.196","186.196","186.196","186.195","186.195","186.195","186.195","186.147","186.147","186.121","186.121","186.113","186.113","186.113","186.113","186.112","186.112","186.112","186.112","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.104","186.105","186.105"
"1984:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","199.032","199.032","199.032","199.173","199.173","199.173","199.173","199.596","199.596","199.596","199.596","199.596","200.449","200.449","200.449","201.889","201.889","201.889","201.889","201.673","201.673","201.673","201.673","191.374","191.374","191.374","42","42","187.248","187.248","187.248","187.237","187.237","187.237","187.237","187.224","187.224","187.224","187.224","187.224","187.224","187.224","187.224","187.237","187.237","187.237","187.237","187.333","187.333","187.333","187.34599999999998","187.327","187.327","187.32799999999997","187.253","187.236","187.236","187.236","187.235","187.235","187.235","187.235","187.234","187.244","187.244","187.244","187.236","187.241","187.241","187.241","187.241","187.241","187.241","187.241","187.237","187.237","187.237","187.237","187.249","187.249","187.242","187.242","187.238","187.238","187.238","187.238","187.245","187.245","187.245","187.245","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.252","187.253","187.253"
"1985:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","200.206","200.206","200.348","200.776","200.776","200.776","200.776","200.952","200.952","200.952","200.952","200.952","201.459","201.459","201.459","202.928","202.928","202.928","202.928","202.921","202.921","202.921","202.921","192.438","192.438","192.438","42","42","188.2","188.2","188.2","188.209","188.209","188.209","188.209","188.237","188.237","188.237","188.237","188.254","188.254","188.254","188.254","188.251","188.251","188.251","188.251","188.329","188.32899999999998","188.32899999999998","188.308","188.285","188.285","188.285","188.125","188.08399999999997","188.08399999999997","188.08399999999997","188.079","188.079","188.079","188.079","188.077","188.082","188.082","188.082","188.078","188.091","188.091","188.091","188.095","188.095","188.095","188.095","188.096","188.096","188.096","188.096","188.093","188.093","188.083","188.083","188.082","188.082","188.082","188.082","188.078","188.078","188.078","188.078","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.08","188.081","188.081"
"1985:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","202.049","202.049","202.113","202.496","202.496","202.496","202.496","202.736","202.736","202.736","202.736","202.736","203.366","203.366","203.366","204.886","204.886","204.886","204.886","204.883","204.883","204.883","204.883","194.121","194.121","194.121","42","42","189.656","189.656","189.656","189.681","189.681","189.681","189.681","189.689","189.689","189.689","189.689","189.679","189.679","189.679","189.679","189.654","189.654","189.654","189.654","189.617","189.617","189.617","189.676","189.671","189.671","189.671","189.593","189.63899999999998","189.63899999999998","189.63899999999998","189.638","189.638","189.638","189.638","189.636","189.636","189.636","189.636","189.634","189.665","189.665","189.665","189.666","189.666","189.666","189.666","189.666","189.666","189.666","189.666","189.669","189.669","189.638","189.638","189.636","189.636","189.636","189.636","189.637","189.637","189.637","189.637","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636","189.636"
"1985:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","202.945","202.945","202.958","203.337","203.337","203.337","203.337","203.732","203.732","203.732","203.732","203.732","204.56","204.56","204.56","205.816","205.816","205.816","205.816","205.565","205.565","205.565","205.565","194.792","194.792","194.792","42","42","190.286","190.286","190.286","190.305","190.305","190.305","190.305","190.332","190.332","190.332","190.332","190.338","190.338","190.338","190.338","190.322","190.322","190.322","190.322","190.229","190.22899999999998","190.22899999999998","190.35999999999999","190.356","190.356","190.356","190.279","190.28599999999997","190.28599999999997","190.28599999999997","190.298","190.298","190.298","190.298","190.301","190.298","190.298","190.298","190.304","190.343","190.343","190.343","190.337","190.337","190.337","190.337","190.336","190.336","190.336","190.336","190.352","190.352","190.309","190.309","190.317","190.317","190.317","190.317","190.319","190.319","190.319","190.319","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.32","190.321","190.321"
"1985:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","203.562","203.562","203.672","203.972","203.972","203.972","203.972","204.68","204.68","204.68","204.68","204.68","205.346","205.346","205.346","206.586","206.586","206.586","206.586","206.655","206.655","206.655","206.655","195.914","195.914","195.914","42","42","191.445","191.445","191.445","191.479","191.479","191.479","191.479","191.522","191.522","191.522","191.522","191.516","191.516","191.516","191.516","191.512","191.512","191.512","191.512","191.522","191.522","191.522","191.48","191.48399999999998","191.48399999999998","191.48399999999998","191.44899999999998","191.349","191.349","191.349","191.345","191.345","191.345","191.345","191.34","191.334","191.334","191.334","191.34","191.377","191.377","191.377","191.377","191.377","191.377","191.377","191.38","191.38","191.38","191.38","191.404","191.404","191.362","191.362","191.36","191.36","191.36","191.36","191.358","191.358","191.358","191.358","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353","191.353"
"1985:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","205.355","205.355","205.459","205.853","205.853","205.853","205.853","206.203","206.203","206.203","206.203","206.203","206.819","206.819","206.819","208.132","208.132","208.132","208.132","208.113","208.113","208.113","208.113","197.366","197.366","197.366","42","42","192.739","192.739","192.739","192.781","192.781","192.781","192.781","192.751","192.751","192.751","192.751","192.774","192.774","192.774","192.774","192.775","192.775","192.775","192.775","192.9","192.89999999999998","192.89999999999998","192.78799999999998","192.83399999999997","192.83399999999997","192.83399999999997","192.82799999999997","192.74499999999998","192.74499999999998","192.74499999999998","192.745","192.745","192.745","192.745","192.755","192.748","192.748","192.748","192.755","192.787","192.787","192.787","192.783","192.783","192.783","192.783","192.784","192.784","192.784","192.784","192.732","192.732","192.697","192.697","192.699","192.699","192.699","192.699","192.694","192.694","192.694","192.694","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.689","192.69","192.69"
"1985:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","207.658","207.658","207.567","207.932","207.932","207.932","207.932","208.189","208.189","208.189","208.189","208.189","208.937","208.937","208.937","210.198","210.198","210.198","210.198","210.264","210.264","210.264","210.264","199.408","199.408","199.408","42","42","194.717","194.717","194.717","194.792","194.792","194.792","194.792","194.786","194.786","194.786","194.786","194.802","194.802","194.802","194.802","194.814","194.814","194.814","194.814","194.838","194.838","194.838","194.832","194.78699999999998","194.78699999999998","194.78699999999998","194.724","194.712","194.712","194.712","194.719","194.719","194.72","194.72","194.718","194.711","194.711","194.711","194.711","194.737","194.737","194.737","194.738","194.738","194.738","194.738","194.735","194.735","194.735","194.735","194.776","194.776","194.748","194.748","194.751","194.751","194.751","194.751","194.755","194.755","194.755","194.755","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762","194.762"
