"","NBRBASA65M11","NBRBASA66M2","NBRBASA66M5","NBRBASA66M8","NBRBASA66M11","NBRBASA67M2","NBRBASA67M5","NBRBASA67M8","NBRBASA67M11","NBRBASA68M2","NBRBASA68M5","NBRBASA68M8","NBRBASA68M11","NBRBASA69M2","NBRBASA69M5","NBRBASA69M8","NBRBASA69M11","NBRBASA70M2","NBRBASA70M5","NBRBASA70M8","NBRBASA70M11","NBRBASA71M2","NBRBASA71M5","NBRBASA71M8","NBRBASA71M11","NBRBASA72M2","NBRBASA72M5","NBRBASA72M8","NBRBASA72M11","NBRBASA73M2","NBRBASA73M5","NBRBASA73M8","NBRBASA73M11","NBRBASA74M2","NBRBASA74M5","NBRBASA74M8","NBRBASA74M11","NBRBASA75M2","NBRBASA75M5","NBRBASA75M8","NBRBASA75M11","NBRBASA76M2","NBRBASA76M5","NBRBASA76M8","NBRBASA76M11","NBRBASA77M2","NBRBASA77M5","NBRBASA77M8","NBRBASA77M11","NBRBASA78M2","NBRBASA78M5","NBRBASA78M8","NBRBASA78M11","NBRBASA79M2","NBRBASA79M5","NBRBASA79M8","NBRBASA79M11","NBRBASA80M2","NBRBASA80M5","NBRBASA80M8","NBRBASA80M11","NBRBASA81M2","NBRBASA81M5","NBRBASA81M8","NBRBASA81M11","NBRBASA82M2","NBRBASA82M5","NBRBASA82M8","NBRBASA82M11","NBRBASA83M2","NBRBASA83M5","NBRBASA83M8","NBRBASA83M11","NBRBASA84M2","NBRBASA84M5","NBRBASA84M8","NBRBASA84M11","NBRBASA85M2","NBRBASA85M5","NBRBASA85M8","NBRBASA85M11","NBRBASA86M2","NBRBASA86M5","NBRBASA86M8","NBRBASA86M11","NBRBASA87M2","NBRBASA87M5","NBRBASA87M8","NBRBASA87M11","NBRBASA88M2","NBRBASA88M5","NBRBASA88M8","NBRBASA88M11","NBRBASA89M2","NBRBASA89M5","NBRBASA89M8","NBRBASA89M11","NBRBASA90M2","NBRBASA90M5","NBRBASA90M8","NBRBASA90M11","NBRBASA91M2","NBRBASA91M5","NBRBASA91M8","NBRBASA91M11","NBRBASA92M2","NBRBASA92M5","NBRBASA92M8","NBRBASA92M11","NBRBASA93M2","NBRBASA93M5","NBRBASA93M8","NBRBASA93M11","NBRBASA94M2","NBRBASA94M5","NBRBASA94M8","NBRBASA94M11","NBRBASA95M2","NBRBASA95M5","NBRBASA95M8","NBRBASA95M11","NBRBASA96M2","NBRBASA96M5","NBRBASA96M8","NBRBASA96M11","NBRBASA97M2","NBRBASA97M5","NBRBASA97M8","NBRBASA97M11","NBRBASA98M2","NBRBASA98M5","NBRBASA98M8","NBRBASA98M11","NBRBASA99M2","NBRBASA99M5","NBRBASA99M8","NBRBASA99M11","NBRBASA00M2","NBRBASA00M5","NBRBASA00M8","NBRBASA00M11","NBRBASA01M2","NBRBASA01M5","NBRBASA01M8","NBRBASA01M11","NBRBASA02M2","NBRBASA02M5","NBRBASA02M8","NBRBASA02M11","NBRBASA03M2","NBRBASA03M5","NBRBASA03M8","NBRBASA03M11","NBRBASA04M2","NBRBASA04M5","NBRBASA04M8","NBRBASA04M11","NBRBASA05M2","NBRBASA05M5","NBRBASA05M8","NBRBASA05M11","NBRBASA06M2","NBRBASA06M5","NBRBASA06M8","NBRBASA06M11","NBRBASA07M2","NBRBASA07M5","NBRBASA07M8","NBRBASA07M11","NBRBASA08M2","NBRBASA08M5","NBRBASA08M8","NBRBASA08M11","NBRBASA09M2","NBRBASA09M5","NBRBASA09M8","NBRBASA09M11","NBRBASA10M2","NBRBASA10M5","NBRBASA10M8","NBRBASA10M11","NBRBASA11M2","NBRBASA11M5","NBRBASA11M8","NBRBASA11M11","NBRBASA12M2","NBRBASA12M5","NBRBASA12M8","NBRBASA12M11","NBRBASA13M2","NBRBASA13M5"
"1987:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.317","56.317","56.317","56.317","56.317","57.342","57.342","57.342","57.908","57.908","57.908","57.908","58.003","58.003","58.003","58.003","45.519","45.519","45.519","42","42","38.511","38.511","38.511","38.523","38.523","38.523","38.523","38.501","38.501","38.501","38.501","38.49","38.49","38.49","38.49","38.462","38.462","38.462","38.462","38.46","38.459999999999994","38.459999999999994","38.459999999999994","38.489","38.489","38.489","38.489","38.443","38.443","38.443","38.443","38.443","38.443","38.443","38.443","38.443","38.443","38.443","38.443","38.505","38.505","38.505","38.505","38.505","38.505","38.505","38.505","38.505","38.505","38.505","38.505","38.505","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45","38.45"
"1987:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.325","56.325","56.325","56.325","56.325","57.351","57.351","57.351","57.839","57.839","57.839","57.839","57.93","57.93","57.93","57.93","45.339","45.339","45.339","42","42","38.281","38.281","38.281","38.303","38.303","38.303","38.303","38.329","38.329","38.329","38.329","38.311","38.311","38.311","38.311","38.295","38.295","38.295","38.295","38.286","38.285999999999994","38.285999999999994","38.285999999999994","38.333","38.333","38.333","38.333","38.300999999999995","38.300999999999995","38.300999999999995","38.301","38.301","38.301","38.301","38.301","38.301","38.301","38.301","38.301","38.386","38.386","38.386","38.386","38.386","38.386","38.386","38.386","38.386","38.386","38.386","38.386","38.386","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.301","38.301"
"1987:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.961","56.961","56.961","56.961","56.961","57.777","57.777","57.777","58.325","58.325","58.325","58.325","58.195","58.195","58.195","58.195","45.664","45.664","45.664","42","42","38.568","38.568","38.568","38.605","38.605","38.605","38.605","38.662","38.662","38.662","38.662","38.677","38.677","38.677","38.677","38.687","38.687","38.687","38.687","38.689","38.68899999999999","38.68899999999999","38.687999999999995","38.657999999999994","38.657999999999994","38.657999999999994","38.657999999999994","38.543","38.543","38.543","38.543","38.543","38.543","38.543","38.543","38.543","38.543","38.543","38.543","38.635","38.635","38.635","38.635","38.635","38.635","38.635","38.635","38.635","38.635","38.635","38.635","38.635","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.54","38.541","38.541"
"1987:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.317","57.317","57.317","57.317","58.064","58.064","58.064","58.644","58.644","58.644","58.644","58.641","58.641","58.641","58.641","46.081","46.081","46.081","42","42","38.889","38.889","38.889","38.955","38.955","38.955","38.955","38.928","38.928","38.928","38.928","38.938","38.938","38.938","38.938","38.944","38.944","38.944","38.944","38.921","38.921","38.921","38.921","38.885999999999996","38.885999999999996","38.88699999999999","38.88699999999999","38.778999999999996","38.778999999999996","38.778999999999996","38.779","38.779","38.779","38.779","38.779","38.779","38.779","38.779","38.779","38.868","38.868","38.868","38.868","38.868","38.868","38.868","38.868","38.868","38.868","38.868","38.868","38.868","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.776","38.777","38.777"
"1987:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.93","56.93","56.93","56.93","57.876","57.876","57.876","58.298","58.298","58.298","58.298","58.512","58.512","58.512","58.512","45.791","45.791","45.791","42","42","38.769","38.769","38.769","38.845","38.845","38.845","38.845","38.822","38.822","38.822","38.822","38.848","38.848","38.848","38.848","38.858","38.858","38.858","38.858","38.856","38.855999999999995","38.855999999999995","38.857","38.897","38.897","38.897","38.897","38.687","38.687","38.687","38.687","38.687","38.686","38.686","38.686","38.687","38.687","38.687","38.687","38.77","38.77","38.77","38.77","38.77","38.77","38.77","38.77","38.77","38.77","38.77","38.77","38.77","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.685","38.686","38.686"
"1987:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.933","56.929","56.929","56.929","57.827","57.827","57.827","58.09","58.09","58.09","58.09","58.228","58.228","58.228","58.228","45.382","45.382","45.382","42","42","38.415","38.415","38.415","38.52","38.52","38.52","38.52","38.539","38.539","38.539","38.539","38.542","38.542","38.542","38.542","38.545","38.545","38.545","38.545","38.518","38.517999999999994","38.517999999999994","38.519","38.471999999999994","38.471999999999994","38.471999999999994","38.471999999999994","38.410999999999994","38.410999999999994","38.410999999999994","38.411","38.411","38.41","38.41","38.41","38.41","38.41","38.41","38.41","38.494","38.494","38.494","38.494","38.494","38.494","38.494","38.494","38.494","38.494","38.494","38.494","38.494","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408","38.408"
"1987:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.229","57.229","57.229","58.163","58.163","58.163","58.374","58.374","58.374","58.374","58.426","58.426","58.426","58.426","45.584","45.584","45.584","42","42","38.727","38.727","38.727","38.747","38.747","38.747","38.747","38.743","38.743","38.743","38.743","38.751","38.751","38.751","38.751","38.752","38.752","38.752","38.752","38.751","38.751","38.751","38.751999999999995","38.763999999999996","38.763999999999996","38.763999999999996","38.763999999999996","38.565","38.565","38.565","38.565","38.565","38.565","38.565","38.565","38.565","38.565","38.565","38.565","38.651","38.651","38.651","38.651","38.651","38.651","38.651","38.651","38.651","38.651","38.651","38.651","38.651","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.561","38.562","38.562"
"1987:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.885","56.885","56.885","57.874","57.874","57.874","58.059","58.059","58.059","58.059","57.998","57.998","57.998","57.998","45.227","45.227","45.227","42","42","38.322","38.322","38.322","38.288","38.288","38.288","38.288","38.291","38.291","38.291","38.291","38.282","38.282","38.282","38.282","38.274","38.274","38.274","38.274","38.292","38.291999999999994","38.291999999999994","38.300000000000004","38.324","38.324","38.324","38.324","38.181","38.181","38.181","38.181","38.181","38.18","38.18","38.18","38.18","38.18","38.18","38.18","38.264","38.264","38.264","38.264","38.264","38.264","38.264","38.264","38.264","38.264","38.264","38.264","38.264","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178","38.178"
"1987:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.546","57.553","57.553","58.523","58.523","58.523","58.752","58.752","58.752","58.752","58.631","58.631","58.631","58.631","45.99","45.99","45.99","42","42","39.065","39.065","39.065","38.917","38.917","38.917","38.917","38.891","38.891","38.891","38.891","38.872","38.872","38.872","38.872","38.872","38.872","38.872","38.872","38.89","38.88999999999999","38.88999999999999","38.891999999999996","38.895999999999994","38.895999999999994","38.895999999999994","38.895999999999994","38.88099999999999","38.88099999999999","38.88099999999999","38.881","38.881","38.881","38.881","38.881","38.881","38.881","38.881","38.881","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.95","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.883","38.884","38.884"
"1987:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.362","57.362","58.428","58.428","58.428","58.512","58.512","58.512","58.512","58.466","58.466","58.466","58.466","45.72","45.72","45.72","42","42","38.771","38.771","38.771","38.655","38.655","38.655","38.655","38.632","38.632","38.632","38.632","38.62","38.62","38.62","38.62","38.636","38.636","38.636","38.636","38.64","38.63999999999999","38.63999999999999","38.641","38.611999999999995","38.611999999999995","38.611999999999995","38.611999999999995","38.69799999999999","38.69799999999999","38.69799999999999","38.698","38.698","38.698","38.698","38.698","38.698","38.698","38.698","38.698","38.739","38.739","38.739","38.739","38.739","38.739","38.739","38.739","38.739","38.739","38.739","38.739","38.739","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.709","38.71","38.71"
"1987:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.658","56.658","57.944","57.944","57.944","57.916","57.916","57.916","57.916","57.815","57.815","57.815","57.815","45.035","45.035","45.035","42","42","38.157","38.157","38.157","38.085","38.085","38.085","38.085","38.072","38.072","38.072","38.072","38.078","38.078","38.078","38.078","38.089","38.089","38.089","38.089","38.118","38.117999999999995","38.117999999999995","38.117999999999995","38.19799999999999","38.19799999999999","38.19799999999999","38.19799999999999","38.119","38.119","38.119","38.119","38.119","38.118","38.118","38.118","38.118","38.118","38.118","38.118","38.141","38.141","38.141","38.141","38.141","38.141","38.141","38.141","38.141","38.141","38.141","38.141","38.141","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.135","38.136","38.136"
"1988:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.257","57.234","58.376","58.376","58.376","58.392","58.392","58.392","58.392","58.384","58.384","58.384","58.384","45.505","45.505","45.505","42","42","38.501","38.501","38.501","38.53","38.53","38.53","38.53","38.569","38.569","38.569","38.569","38.58","38.58","38.58","38.58","38.586","38.586","38.586","38.586","38.578","38.577999999999996","38.577999999999996","38.577","38.462999999999994","38.462999999999994","38.48","38.48","38.367999999999995","38.367999999999995","38.367999999999995","38.368","38.368","38.368","38.368","38.368","38.368","38.368","38.368","38.368","38.398","38.398","38.398","38.398","38.398","38.398","38.398","38.398","38.398","38.398","38.398","38.398","38.398","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383","38.383"
"1988:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.043","59.177","59.177","59.177","59.12","59.12","59.12","59.12","59.239","59.239","59.239","59.239","46.134","46.134","46.134","42","42","39.042","39.042","39.042","39.061","39.061","39.061","39.061","39.044","39.044","39.044","39.044","39.033","39.033","39.033","39.033","39.005","39.005","39.005","39.005","38.999","38.998999999999995","38.998999999999995","39.0","38.989999999999995","38.989999999999995","38.991","38.991","39.004","39.004","39.004","39.004","39.004","39.004","39.004","39.004","39.004","39.004","39.004","39.004","39.059","39.059","39.059","39.059","39.059","39.059","39.059","39.059","39.059","39.059","39.059","39.059","39.059","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01","39.01"
